Temperature [_ C] ,Humidity [%],Soil moisture,Reference evapotranspiration,Evapotranspiration,Crop Coefficient,Crop Coefficient stage,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,Solar Radiation ghi,Wind Speed,Days of planted,pH
22.19,81.1,580.97,361.7318097,580.5706453,1.46,Mid stage,88,101,73,437.86,3.26,85,2.1
23.44,64.18,590.37,797.4187049,147.7611061,1.05,Mid stage,116,44,122,173.79,1.09,85,3.27
24.81,75.38,218.29,119.8867949,717.3546299,1.45,Mid stage,119,106,68,556.6,3.26,85,6.75
26.23,70.82,185.26,336.9224742,393.7821184,1.07,Mid stage,118,84,88,594.69,1.11,85,2.16
31.77,82.12,452.04,329.2689319,602.3459294,1.09,Mid stage,70,83,93,248.73,1.91,85,6.9
27.76,64.55,525.83,822.2709945,529.4138665,1.18,Mid stage,98,44,122,504.79,2.76,85,4.68
23.45,83.47,444.24,967.8722547,129.2475426,1.43,Mid stage,112,84,110,506.64,3.8,85,5.33
21.69,76.23,136.06,542.4935145,111.8006559,1.02,Mid stage,66,91,75,188.83,3.8,85,3.09
31.22,69.62,564.33,618.2831908,680.023155,1.26,Mid stage,113,55,49,71.13,4.15,85,6.6
19.9,86.16,534.23,876.7904286,216.4505461,1.08,Mid stage,109,103,64,364.58,3.36,85,6.99
28.08,66.58,536.01,958.4592939,641.8071535,1.26,Mid stage,63,89,42,631.44,2.79,85,2.79
30.96,65.33,240.18,840.3392722,21.72726601,1.38,Mid stage,84,102,67,54.36,1.67,85,5.1
27.31,60.54,160.76,285.6373155,878.3173564,1.03,Mid stage,71,52,102,314.89,1.65,85,3.47
23.92,90.15,698.42,81.19228501,450.9407062,0.97,Mid stage,88,80,106,402.87,1.74,85,2.34
20.79,77.23,397.12,232.8003618,386.4119881,1.42,Mid stage,112,56,119,504.62,2.93,85,3.68
23.14,78.09,541.22,681.9034321,715.6885187,1.08,Mid stage,89,86,42,736.86,1.55,85,3.44
27.9,64.02,175.92,604.226776,369.7305192,1.29,Mid stage,90,84,115,214.19,1.68,85,6.92
27.09,63.77,412.86,559.0994057,618.7562444,1.22,Mid stage,72,87,67,687.62,2.18,85,4.04
30.99,71.68,412.38,81.42679353,22.61857271,1.37,Mid stage,111,61,139,379.82,2.54,85,4.08
30.14,78.07,191.26,452.5455981,825.9745904,0.84,Mid stage,83,74,55,609.33,1.91,85,3.64
29.43,84.53,323.93,29.78196473,493.7923611,0.88,Mid stage,98,80,76,607.44,1.73,85,6.57
30.76,77.47,637.05,719.0758281,656.0378589,1.12,Mid stage,91,69,127,488.61,1.86,85,4.57
21.87,89.1,520.32,271.211471,847.6314328,0.93,Mid stage,61,47,53,203.89,3.99,85,4.52
23.17,73.21,544.37,778.0476316,378.8594836,1.15,Mid stage,100,106,90,610.79,1.71,85,6.87
23.32,60.98,629.41,585.9403354,94.77681644,1.03,Mid stage,116,50,113,703.41,3.75,85,2.29
25.85,74.92,299.97,60.53721626,31.33237935,1.3,Mid stage,119,65,99,569.1,2.53,85,3.44
27.36,62.98,578.17,153.9959463,426.4189931,1.35,Mid stage,115,80,59,491.96,2.14,85,2.55
22.01,71.27,175.99,1003.043478,518.1948506,1.29,Mid stage,113,46,126,542.51,1.59,85,2.6
18.27,94.48,454.98,963.4875934,317.3302754,0.97,Mid stage,111,56,76,168.15,2.36,85,5.96
23.59,90.01,429.81,897.5138041,439.7177597,1.01,Mid stage,89,51,100,734.15,3.63,85,4.74
22.32,68.28,370.09,628.6968195,114.9570418,0.83,Mid stage,108,85,55,332.62,1.81,85,2.4
31.19,73.16,241.32,396.8480332,146.5401675,1.37,Mid stage,99,64,81,444.57,2.19,85,2.69
30.44,75.09,367.97,1054.681576,813.2716558,1.15,Mid stage,102,62,99,678.51,3.51,85,6.82
30.04,86.74,609.68,1000.47544,160.1531069,1.01,Mid stage,117,99,134,262.68,3.54,85,2.24
27.14,61.17,543.81,19.7130225,484.0092183,1.27,Mid stage,95,107,53,601.75,1.85,85,4.93
22.82,61.35,375.55,134.0516632,296.0287949,1.47,Mid stage,101,85,108,117,2.53,85,3.24
25.68,64.1,681.2,597.8111162,854.2660796,0.86,Mid stage,97,47,106,576.7,2.56,85,4.37
29.41,81.99,575.47,759.8872841,88.70101207,1.32,Mid stage,89,42,62,698.54,3.68,85,4.44
19.38,74.51,145.67,511.8575805,207.9655589,1.1,Mid stage,85,69,126,676.67,3.03,85,5.19
29.22,89.71,555.43,201.0914138,270.0055881,1.02,Mid stage,97,89,115,297.5,4.02,85,4.88
18.58,69.94,536.75,462.8883318,325.7558204,1.11,Mid stage,113,69,126,171.31,2.64,85,6.97
29.43,77.12,148.55,226.6925725,87.71294473,0.94,Mid stage,106,42,133,593.22,2.52,85,2.62
29.31,84.74,657.4,884.8166987,140.0503342,0.93,Mid stage,112,46,76,223.63,3.91,85,6.33
18.71,79.08,390.88,596.9028956,779.160521,1.02,Mid stage,88,102,138,312.99,1.88,85,2.9
26.78,71.09,258.69,450.32894,433.2301285,1.43,Mid stage,86,92,136,27.87,2.61,85,5.48
25.03,65.34,379.97,156.6910958,144.7838442,0.84,Mid stage,95,41,136,279.16,4.19,85,2.96
20.38,78.92,603.59,566.3674882,825.5435076,1.01,Mid stage,98,83,64,144.01,1.59,85,5.48
20.08,64.98,265.29,623.462988,651.5054755,0.97,Mid stage,111,101,96,536.33,4.18,85,3.21
28.83,92.88,650.17,718.7621095,229.3558722,1.22,Mid stage,60,86,66,117.81,3.41,85,2.84
25.95,78.9,157.55,776.4049668,789.0029432,0.94,Mid stage,86,109,63,116.97,2.7,85,4.27
31.76,66.12,171.83,46.96870494,664.4188101,0.81,Mid stage,106,71,122,455.46,2.35,85,4.72
31.75,85.22,467.61,416.1991088,895.2230616,0.91,Mid stage,107,74,107,78.65,1.38,85,2.44
31.9,63.62,415.68,409.8694021,71.87711312,1.05,Mid stage,106,104,128,640.36,3.32,85,2.41
19.66,87.01,509.47,188.3703418,557.9221317,1.36,Mid stage,113,52,122,343.31,2.03,85,6.23
31.14,76.01,145.2,355.1174986,235.008948,1.39,Mid stage,64,84,65,448.81,1.47,85,3.25
21.42,64.64,270.94,49.5074512,138.1620299,1.25,Mid stage,90,54,71,33.43,3.72,85,5.39
24.41,61.3,527.82,508.8954167,261.6773425,1.09,Mid stage,72,69,96,33.35,1.34,85,6.18
28.6,94.77,319.75,565.6872704,654.4037805,1.26,Mid stage,70,94,81,622.69,3.31,85,4.85
20.85,69.6,296.7,538.63406,566.2162963,0.94,Mid stage,60,69,52,170.61,3.49,85,4.35
25.93,93.33,595.47,157.0405074,283.0307577,1.35,Mid stage,105,41,90,95.87,3.35,85,6.29
20.6,77.56,581.72,117.3456522,95.07299283,1.11,Mid stage,79,67,71,316.04,1.89,85,4.85
19.47,77.61,552.09,835.321643,112.3114904,1.48,Mid stage,109,83,72,376.72,1.36,85,4.48
19.63,63.19,484.02,824.0142178,549.5778143,0.98,Mid stage,116,69,87,353.84,3.27,85,4.54
23.01,93.27,673.55,327.3638422,428.0983441,1.25,Mid stage,60,52,48,522.35,3.75,85,5.86
18.07,85.65,132.21,748.3507216,334.4205339,1.4,Mid stage,113,73,47,5.31,1.13,85,5.33
23.95,78.16,208.53,1035.72497,87.97705583,0.97,Mid stage,92,103,66,627.7,1.72,85,6.67
27.3,64.21,386.74,923.0872688,444.5238856,0.82,Mid stage,79,89,118,67.52,2.01,85,2.16
23.62,66.15,282.8,325.665006,238.9742858,1.11,Mid stage,98,52,134,67.43,3.78,85,4.29
19.2,75.13,290.15,147.4202434,786.3715721,1.16,Mid stage,113,46,80,622.86,4.09,85,6.4
18.88,72.68,688.57,57.29942351,624.9072664,0.95,Mid stage,99,70,86,6.72,1.25,85,5.03
21.89,79.53,145.65,554.5974377,376.2722476,1.36,Mid stage,83,109,50,157.56,2.93,85,6.4
20.37,62.67,135.02,503.8324026,827.6427954,1.31,Mid stage,106,69,115,10.24,2.95,85,2.45
31.51,61.41,662.38,826.5010479,503.5858103,1.2,Mid stage,118,66,112,178.92,3.32,85,3.42
20.12,77.89,212.85,845.4209754,746.4008478,1.49,Mid stage,76,100,87,490,1.83,85,6.14
29.28,61,144.93,77.90664742,534.4437937,1.2,Mid stage,112,69,57,202.75,3.67,85,5.94
26.21,62.08,385.96,1068.603385,848.9811939,1.09,Mid stage,110,58,73,79.91,3.55,85,4.93
25.97,73.17,631.5,284.4476547,80.85473491,0.91,Mid stage,108,60,75,486.69,1.85,85,3.94
25.17,62.16,297.52,412.1384551,700.4229711,1.48,Mid stage,86,72,72,43.95,1.69,85,4.69
31.6,73.49,660.71,634.3394477,38.26396851,1.12,Mid stage,68,103,89,455.52,2.3,85,5.16
23.09,68.46,621.86,43.07259881,97.44954404,1.03,Mid stage,88,64,50,291.71,1.69,85,3.16
29.03,66.57,282.64,784.4597317,727.5072296,1.34,Mid stage,82,43,118,666.92,4.16,85,5.66
25.77,74.16,372.55,212.2276359,653.8120308,1.36,Mid stage,99,45,44,135.95,1.97,85,3.29
23.54,64.2,655.77,1008.781976,535.7141813,0.86,Mid stage,94,53,104,393.84,2,85,6.88
31.38,72.24,191.51,272.1654879,824.8765638,0.86,Mid stage,114,109,77,351.65,3.13,85,5.44
26.38,75.22,155.9,455.2251319,356.4681393,0.86,Mid stage,75,57,74,392.15,1.7,85,3.77
19.66,89.05,229.46,247.5333107,5.905218759,0.82,Mid stage,67,88,93,441.47,1.07,85,4.39
23.85,92.65,250.86,711.0628789,65.41705157,1.19,Mid stage,61,44,124,474.72,1.51,85,2.19
28.94,70.79,224.05,415.6556718,651.8926896,0.93,Mid stage,88,57,109,322.05,1.58,85,4.22
27.71,70.24,138.39,263.8534849,234.1740903,1.27,Mid stage,118,73,55,392.59,2.71,85,4.72
30.83,79.83,536.24,928.4695567,527.0571768,1.39,Mid stage,62,64,53,255.34,1.43,85,5.58
21.63,64.81,213.93,773.5366794,396.2200053,1.17,Mid stage,68,77,110,425.56,2.09,85,5.69
28.61,72.24,384.13,519.341894,209.6917286,1.38,Mid stage,117,71,86,227.01,2.44,85,4.7
24.44,61.86,189.83,315.242999,669.3787762,1.06,Mid stage,107,92,107,490.04,3.13,85,4.22
26.03,73.27,332,959.6501188,28.37817344,1.35,Mid stage,87,58,84,297.49,2.34,85,5.58
31.37,64,350.53,461.9028129,618.2562472,1.38,Mid stage,79,68,91,727,4.18,85,6.16
31.71,79.66,649.53,512.471009,674.5006797,0.96,Mid stage,96,41,53,288.81,3.82,85,5.91
30.06,82.46,529.08,212.0003263,76.07972408,1.49,Mid stage,78,70,53,341.73,2.89,85,6.63
23.03,94.55,645.56,917.478551,252.2736398,1.31,Mid stage,98,92,47,5.13,3.3,85,2.28
30.43,66.83,403.68,605.3456756,831.6393383,0.83,Mid stage,95,103,130,302.99,2.38,85,2.48
26.94,67.25,218.22,722.9306224,417.6897204,0.92,Mid stage,107,77,90,130.95,3.23,85,6.52
24.02,93.16,357.59,461.2801355,525.3479333,1.39,Mid stage,108,78,136,429.47,3.51,85,5.93
18.5,90.26,464.33,22.29574433,696.6772634,1.23,Mid stage,102,70,66,229.4,3.64,85,2.13
28.78,81.56,433.92,331.2624874,769.9254373,1.11,Mid stage,116,82,116,448.85,1.19,85,3.6
25.03,89.45,639.86,23.71870688,93.5936782,1.18,Mid stage,67,50,87,668.77,1.2,85,3.91
29.01,67.34,463.58,33.89146309,479.9073382,1,Mid stage,114,86,101,132.06,2.72,85,3.92
28.47,90.59,268.85,1083.656148,186.5873053,1.2,Mid stage,108,93,63,347.35,1.41,85,3.37
29.11,90.36,672.5,105.1266322,624.699602,0.82,Mid stage,105,56,42,681.44,1.95,85,6.69
22.21,68.68,220.88,496.6455806,849.8733353,1.48,Mid stage,108,98,91,145.52,1.4,85,5.55
29.21,77.79,396.33,922.7527207,43.11235504,1.5,Mid stage,96,60,123,259.4,2.82,85,5.2
25.68,92.54,634.84,464.2838762,581.4732242,0.96,Mid stage,114,86,123,644.86,3.59,85,5.81
24.63,83.77,531.75,274.3787779,577.8994347,1.05,Mid stage,91,52,131,470.93,2.5,85,5.78
27.45,83.12,430.52,455.987737,373.8233186,1.03,Mid stage,64,44,49,475.31,1.11,85,3.85
18.3,79.59,518.94,906.4538647,564.8030888,0.97,Mid stage,65,57,76,432.09,1.17,85,3.24
19.43,69.41,373.92,50.33567412,351.4951739,0.88,Mid stage,67,59,122,649.15,1.57,85,4.61
22.09,94.24,350.15,538.166832,888.3112,1.28,Mid stage,83,86,72,311.88,3.77,85,5.61
31.76,75.66,484.15,213.6630609,432.4045254,1.03,Mid stage,112,59,57,268.14,3.93,85,4.21
19.96,70.9,547.46,67.23599304,742.5843755,0.94,Mid stage,88,49,45,503.16,1.33,85,6.71
22.63,85.5,663.73,864.3243708,836.8065425,1.17,Mid stage,117,48,70,602.01,1.68,85,5.47
18.71,81.27,605.2,16.91628582,667.3434322,1.06,Mid stage,62,60,70,68.48,3.52,85,4.52
22.64,71.98,677.2,457.0387833,607.8949808,0.87,Mid stage,64,86,93,49.68,1.06,85,2.24
22.48,70.63,187.21,600.5075525,633.7818181,1.07,Mid stage,64,46,41,610.9,2.44,85,4.85
31.26,67.51,693.89,190.9992223,117.218375,1.3,Mid stage,86,71,100,707.65,3.58,85,6.1
29.83,62.75,236.18,989.5028631,245.696266,1.21,Mid stage,73,97,113,585.45,3.93,85,4.34
23.36,81.9,166.92,450.1399546,412.2528761,1.12,Mid stage,86,59,138,745.79,2.95,85,5.88
18.35,77.7,500.95,201.1320734,382.0851438,1.46,Mid stage,104,60,52,718.29,2.64,85,5.35
29.63,68.22,510.62,672.6863523,147.3138119,1.32,Mid stage,61,100,97,554.93,3.32,85,4.06
27.25,61.93,684.82,703.754112,291.218337,1.46,Mid stage,82,53,94,477.84,1.22,85,6.08
20.13,60.66,567.19,428.1498976,643.6872199,1.36,Mid stage,114,88,112,276.13,3.29,85,4.94
31.94,85.85,347.74,35.5837312,49.54577913,0.91,Mid stage,118,107,78,172.27,2.26,85,5.22
19.4,66.59,468.06,728.1489207,570.0724079,0.94,Mid stage,106,46,95,717.45,3.25,85,5.69
30.14,69.33,473.48,262.3055272,329.6199723,0.85,Mid stage,68,51,102,83.6,2.28,85,6.07
22.12,60.49,563.94,165.7682247,841.9694457,1.08,Mid stage,65,87,130,679.43,2.35,85,5.91
24.09,65.27,457.04,903.2099172,261.5285476,1.15,Mid stage,64,55,100,507.51,2.62,85,2.61
29.14,90.61,344.14,555.1613082,872.080558,1.49,Mid stage,72,77,51,122.95,1.71,85,3.35
27.49,68.47,515.25,493.2748022,767.6035379,1.43,Mid stage,78,90,89,247.73,2.48,85,3.12
31.13,93.39,259.26,830.571619,190.5150413,0.95,Mid stage,106,68,108,41.42,3.26,85,2.92
26.7,65.75,322.74,518.2874424,807.4679563,1.08,Mid stage,93,73,45,585.64,3.04,85,3.31
19.37,68.86,161.55,673.411995,280.2971749,1.16,Mid stage,62,85,85,481.5,3.27,85,4.79
30.38,90.37,593.41,447.4584107,398.6383983,1.2,Mid stage,89,109,73,580.7,3.15,85,4.75
28.77,74.93,161.18,976.3869804,391.0440809,0.97,Mid stage,107,106,128,728.33,4.18,85,3.99
27.97,69.37,293.3,622.5566375,147.7302947,1,Mid stage,85,103,116,152.33,2.51,85,6.54
18.75,84.25,656.87,992.8596468,460.2812929,1.23,Mid stage,94,72,133,487.86,3.27,85,2.31
23.55,61.79,444.46,988.813697,47.82516497,1.04,Mid stage,118,63,104,299.96,2.43,85,2.61
20.34,91.17,246.37,834.6692337,872.3109314,1.3,Mid stage,81,54,131,254.4,4.04,85,4.7
29.51,89.45,695.87,603.3083653,380.0674931,1.01,Mid stage,68,109,109,381.26,2.8,85,5.46
27.81,63,630.82,719.9873348,750.5750476,0.95,Mid stage,77,91,85,338.65,3.05,85,3.17
30.36,87.95,159.54,245.0712573,277.4839018,1.18,Mid stage,86,79,122,401.15,4,85,4.48
31.53,93.64,253.57,1011.120966,259.1271592,0.87,Mid stage,116,49,90,638.79,1.71,85,5.71
28.85,77.22,492.51,945.8497774,543.9985282,1.45,Mid stage,96,74,74,7.57,2.22,85,5.86
31.92,79.89,235.31,866.0704725,695.109453,0.96,Mid stage,103,91,103,100.16,1.71,85,4.96
26.61,83.79,431.56,29.00364419,296.2523136,1.12,Mid stage,89,103,57,708.77,1.4,85,3.95
18.52,69.34,216.2,214.7853396,663.0132026,1.3,Mid stage,71,97,53,412.11,1.53,85,3.87
18.2,82.74,510.17,1008.450459,96.09920755,1.22,Mid stage,92,67,125,300.69,1.93,85,6.84
22.79,76.62,428.12,890.1502672,67.10956635,1,Mid stage,83,97,114,41.63,2.4,85,3.08
29.53,74.19,682.27,930.929425,81.6606246,1.46,Mid stage,79,77,107,370.38,3.4,85,2.84
30.13,91.6,197.61,445.6218811,254.8400797,1.12,Mid stage,60,87,57,593.26,2.67,85,3.38
31.45,87.93,427.82,282.7558287,469.8164676,1.28,Mid stage,81,102,90,48.32,1.63,85,5.76
18.91,92.71,300.8,979.8769002,270.5985197,0.9,Mid stage,88,84,139,332.74,3.39,85,6.65
18.62,89.28,475.36,410.8779008,271.1763299,0.98,Mid stage,93,59,116,120.59,2.83,85,2.67
30.79,61.46,237.89,329.4587653,453.0614898,0.91,Mid stage,114,44,88,664.11,3.01,85,3.74
22.27,81.23,656.73,331.6476822,38.55358082,1.23,Mid stage,103,48,106,181.42,1.92,85,5.8
25.81,84.42,373.99,970.7931949,748.7777786,0.86,Mid stage,78,88,57,431.72,1.09,85,5.36
31.75,83.27,370.43,195.4461289,512.3064757,1.1,Mid stage,60,87,68,717.38,4.09,85,4.82
23.61,69.52,576.07,916.4201161,107.1285193,1.09,Mid stage,98,80,56,322.92,1.16,85,6.34
27.32,74.9,646.36,525.8469384,879.840507,0.93,Mid stage,78,50,44,22.58,1.21,85,2.94
23.61,61.37,406.5,287.9969741,259.9950002,0.93,Mid stage,110,74,72,179.02,2.46,85,2.42
28.75,63.29,567.35,643.0701296,210.062088,1.03,Mid stage,86,98,89,83.32,1.04,85,6.28
25.39,79.62,203.49,307.6116432,780.8537538,1.16,Mid stage,73,94,121,385.76,1,85,5.62
21.33,80.38,266.4,566.8626575,674.1084722,1.23,Mid stage,111,85,111,601.17,4.1,85,5.6
21.8,67.04,521.93,675.4297286,444.4719395,1.3,Mid stage,63,52,58,615.6,1.45,85,4.62
21.61,75.69,657.51,641.7431845,790.3933928,1.37,Mid stage,61,102,96,676.43,1.25,85,6.17
25.45,76.52,187.98,898.0447588,417.4973812,1.08,Mid stage,99,42,110,650.1,3.04,85,3.29
27.84,60.4,197.94,681.0247155,24.77106895,1.09,Mid stage,83,70,106,413.34,2.3,85,2.64
31.29,64.99,685.63,243.4828134,649.9184845,1.19,Mid stage,104,87,96,553.27,1.99,85,5.5
27.72,81.85,172.92,325.0875518,238.0400596,1.36,Mid stage,91,54,122,640.97,3.97,85,3.04
28.94,94.75,144.88,442.9933273,291.6500153,1.2,Mid stage,67,44,96,89.84,3.71,85,5.29
20.36,82.76,428.42,846.6665828,836.8761373,0.91,Mid stage,90,69,56,733.49,2.64,85,2.74
23.24,64.21,250.16,994.6965063,560.0985683,0.9,Mid stage,114,91,63,716.35,2.51,85,6.27
23.79,88.75,292.62,27.96105869,687.6660778,0.85,Mid stage,88,56,65,543.86,2.96,85,2.36
27.61,75.1,478.38,1092.766545,480.6891593,0.8,Mid stage,114,45,94,518.46,2.01,85,4.7
22.14,62.93,323.72,541.1167645,531.8458691,1.33,Mid stage,108,101,84,328.49,1.72,85,5.54
22.25,80.99,697.48,145.7866758,690.2863236,0.91,Mid stage,68,69,127,312.6,2.32,85,5.98
22.98,67.98,252.37,622.4204161,851.7102841,0.84,Mid stage,86,49,123,350.8,1.79,85,5.21
29.34,74.59,621.86,504.9281486,639.1794232,1.29,Mid stage,65,44,84,76.73,2.44,85,4.47
26.09,71.14,627.63,55.20437637,26.29672066,1.08,Mid stage,65,54,71,36.72,2.68,85,3.1
19.05,82.5,373.8,635.8090969,321.9378028,1.34,Mid stage,113,72,134,398.41,3.15,85,6.22
19.1,75.09,698.46,1024.796708,696.4748824,1.26,Mid stage,95,64,105,187.84,3.66,85,5.74
23.2,63.64,284.02,520.4210492,31.00215071,1.1,Mid stage,86,75,137,539.66,1.03,85,2.85
28.73,67.55,172.82,252.8937384,792.0826426,1.49,Mid stage,111,88,64,183.15,1.38,85,6.8
27.64,77.52,448.97,738.3635765,605.6345093,0.87,Mid stage,112,56,126,543.11,2.4,85,2.59
27.91,87.62,124.33,295.1204116,214.1956521,0.83,Mid stage,97,51,73,179.45,3.55,90,5.43
28.74,60.34,395.01,1006.794959,393.3182118,1.03,Mid stage,76,92,123,496.76,2.12,90,6.04
22.02,81.43,605.35,525.2731238,27.13438949,1.47,Mid stage,117,94,70,749.3,2.91,90,5.84
25.68,64.06,363.43,863.2253824,64.39713195,0.81,Mid stage,113,96,130,493.99,2.28,90,3.92
25.61,81.14,238.32,55.00217269,495.6922346,0.84,Mid stage,95,62,74,173.66,1.15,90,5.68
28.35,89.29,268.28,806.0052577,205.0166894,1.43,Mid stage,100,80,124,64.26,2.65,90,4.31
31.4,68,650.01,163.6257548,161.8844821,1.42,Mid stage,72,56,121,49.4,1.13,90,5.08
21.89,77.34,504.08,240.2719427,851.8230692,1.38,Mid stage,88,52,56,696.11,3.22,90,3.18
29.11,87.09,213.56,947.5779207,587.9934356,1.28,Mid stage,65,79,87,489.98,3.72,90,5.23
27.24,66.15,388.65,137.1937329,39.9137488,1.45,Mid stage,62,62,98,665.62,1.89,90,3.35
26.12,65.34,476.46,324.8870829,267.3431935,1.25,Mid stage,110,103,131,405.93,2.2,90,2.73
28.85,91.68,412.98,407.5280495,165.4746699,1.03,Mid stage,80,107,129,240.51,2.74,90,3.85
31.22,84.31,575.35,1001.101614,862.4297363,1.45,Mid stage,116,92,74,334.67,2.74,90,5.44
18.51,85.78,123.65,158.0357128,276.3111395,0.9,Mid stage,74,57,139,72.01,2.73,90,2.38
20.06,89.54,283.02,679.0115325,548.2302091,1.35,Mid stage,77,62,46,154.49,1.01,90,4.71
28.59,78.88,453.26,223.9956325,468.3157415,0.81,Mid stage,86,86,70,242.83,1.98,90,6.14
19.17,77.09,432.56,318.4010323,816.4925785,1.06,Mid stage,112,71,96,210.83,2.79,90,6.01
25.23,79.47,180.37,490.1209811,5.508908777,1.48,Mid stage,64,89,121,75.97,2.09,90,6.26
21.08,85.1,221.63,602.4020085,294.0644244,0.88,Mid stage,106,69,117,506.71,2.95,90,2.46
21.84,73.68,556.72,193.7356269,157.7690093,1.24,Mid stage,68,49,88,512.32,2.89,90,3.19
27.83,63.33,430.18,655.4786309,703.8112692,1.43,Mid stage,68,92,92,110.15,2.57,90,6.42
18.42,64.75,491.18,668.3615794,350.7650839,0.97,Mid stage,79,41,42,415.07,1.23,90,6.56
30.23,94.09,593.72,449.9802677,753.4528329,0.94,Mid stage,75,61,66,175.47,3.31,90,3.4
24.22,61.81,458.62,221.5914341,475.8271542,1.35,Mid stage,79,73,95,368.87,1.62,90,4.65
25.03,84.91,302.09,367.9860767,855.0559036,0.92,Mid stage,110,51,64,355.85,3.95,90,2.24
25.56,93.03,423.49,108.7422142,398.8129236,1.41,Mid stage,114,109,68,20.48,3.81,90,6.8
27.04,64.52,195.63,819.5766915,315.7715184,1.25,Mid stage,78,82,112,192.27,2.25,90,2.6
22.83,85.28,277.8,17.06441271,663.1112663,1.41,Mid stage,85,91,116,549.25,1.85,90,5.53
19.42,70.59,499.98,365.6381274,165.8132249,1.49,Mid stage,97,53,77,151.45,1.78,90,3.68
22.46,68.29,143.84,1016.850223,576.9756855,1.27,Mid stage,74,78,109,730.62,2.96,90,3.48
20.35,89.84,120.49,207.0837291,54.53800807,1.42,Mid stage,84,87,41,709.07,1.45,90,4.33
25.79,91.83,634.5,576.3435828,653.2896729,1.28,Mid stage,65,54,80,308.67,1.55,90,3.37
22.45,72.15,679.31,165.0202436,696.993318,0.84,Mid stage,110,71,122,90.88,3.39,90,2.36
31.41,82.14,645.26,1044.795477,119.700938,0.84,Mid stage,69,101,82,458.7,1.88,90,5.83
31.52,66.16,244.97,902.8168401,795.2534878,0.94,Mid stage,87,106,125,204.13,1.03,90,6.56
26.68,87.64,557.7,344.5753969,82.64338197,1.21,Mid stage,86,85,104,510.01,1.64,90,5.55
26.64,90.84,384.75,827.3884976,671.0612558,1.13,Mid stage,75,82,120,115.73,2,90,5.36
31.8,71.15,161.15,624.5201172,823.5090917,1.26,Mid stage,95,62,81,172.26,2.16,90,3.54
30.42,82.85,581.09,244.5958553,580.9623691,1.02,Mid stage,73,67,79,652.04,4.07,90,5.58
28.71,90.67,588.74,148.691473,510.8587345,0.83,Mid stage,70,51,135,700.57,1.1,90,6.08
22.39,60.54,538.75,274.9199813,648.1494012,1.08,Mid stage,71,94,128,636.4,3.98,90,3.55
23.12,89.95,698,692.2606632,200.2029365,0.97,Mid stage,95,69,67,126.28,2.96,90,2.95
20.82,80.02,695.43,1050.297678,272.3985375,1.04,Mid stage,74,77,117,39.22,2.64,90,4.92
24.82,74.49,224.06,854.7859499,750.3320677,1.46,Mid stage,110,92,68,156.08,2.2,90,2.16
31.87,78.29,581.34,993.9034967,82.35590785,1.46,Mid stage,60,72,98,312.17,2.78,90,6.62
30.77,88.84,502.7,214.2922246,529.0178287,1.02,Mid stage,69,86,137,711.81,1.98,90,4.39
19.66,85.27,541.35,1006.133727,797.0452541,1,Mid stage,110,99,105,638.85,3.35,90,2.86
18.35,77.54,694.72,94.06549493,74.73139474,0.93,Mid stage,105,46,62,611.24,1.35,90,6.31
30.58,77.07,605.24,1038.661382,153.8448262,1.45,Mid stage,61,65,117,225.73,1.8,90,4.51
25.52,91.47,347.08,156.1960038,94.04356114,0.96,Mid stage,64,71,54,150.85,1.51,90,3.68
20.8,68.13,663.73,398.3213555,96.77568959,1.09,Mid stage,85,53,129,240.22,3.36,90,2.15
27.43,63.35,627.6,380.7654141,722.3735606,1.29,Mid stage,87,91,72,536.86,4.1,90,5.31
27.02,83.75,529.62,363.5128656,563.4644398,1.32,Mid stage,113,64,110,683.51,2.49,90,4.06
19.71,84.58,663.44,810.5403945,202.0977695,1.49,Mid stage,113,98,57,21.26,3.91,90,5.8
21.63,79.89,388.11,923.5797106,388.2691274,0.9,Mid stage,96,62,79,335.56,1.1,90,4.31
18.84,69.19,533.69,627.9502438,519.4843358,1.08,Mid stage,79,68,44,298.73,3.06,90,3.97
20.94,70.36,122.37,601.1364784,629.0000175,1.2,Mid stage,73,92,66,626.09,2.38,90,5.72
19.85,81.6,449.78,288.1774332,323.3702086,1.37,Mid stage,84,65,134,642.37,3.45,90,2.55
20.71,69.55,539.74,993.7542582,324.3141754,1.04,Mid stage,109,60,48,545.66,3.53,90,6.72
27.6,77.49,342.15,621.6902962,353.2182722,1.43,Mid stage,107,107,54,441.06,2.6,90,4.01
18.69,71.62,623.39,453.0321641,147.145073,1.47,Mid stage,80,53,96,82.77,3.6,90,3.04
19.43,77.87,401.34,615.8897024,38.72454219,1.48,Mid stage,60,40,130,272.61,3.37,90,5.62
19.88,68.03,283.88,115.8089005,558.5362337,0.89,Mid stage,92,58,57,212.73,3.05,90,5.05
22.43,66.93,438.68,123.4662907,414.6104991,0.92,Mid stage,100,81,124,309.7,2.66,90,4.22
22.18,85.69,645.2,1020.086535,255.386694,1.02,Mid stage,90,40,68,585.99,3.23,90,2.27
21.57,73.5,515.82,241.1927568,404.1313398,1.09,Mid stage,94,73,83,465.53,2.6,90,5.02
28.51,68.14,671.05,298.0389786,86.31843812,1.5,Mid stage,97,70,43,669.74,2.54,90,4.77
31.97,90.04,379.62,613.4092194,348.0158511,1.34,Mid stage,96,43,104,255.65,4.11,90,6.44
